correo|nombre|dire|pais|departamento|prov|dist|ruc|rep|telefono|correo
alih@idesihuanuco.org / cbustamante@idesihuanuco.org |instituto de desarrollo del sector informal de huanuco - idesi huanuco |jr. abtao 1147, 2º piso ||huánuco |||||(062) 511010 |alih@idesihuanuco.org / cbustamante@idesihuanuco.org 
idesiaqp@speedy.com.pe |arequipa |calle carlos arevalo 202 urb. la perla ||arequipa |||||(054) 243660 |idesiaqp@speedy.com.pe 
idesilambayeque@telefonica.net.pe |instituto de desarrollo del sector informal de lambayeque - idesi lambayeque |av. mariscal nieto 480, 3° piso, spa cc.cc. boulevard ||lambayeque |||||(074) 228073 |idesilambayeque@telefonica.net.pe 
contacto@idesill.org.pe |instituto de desarrollo del sector informal para la libertad - idesi - ll |calle cavero y muñoz 126-150 urb. las quintanas ||la libertad |||||(044) 203468 |contacto@idesill.org.pe 
jfulloga@hotmail.com |instituto de desarrollo e investigacion rural - idir |jr. mariscal gamarra 411 ||apurimac |||||944578794|jfulloga@hotmail.com 
ideassinlimites_15@hotmail.com |limites |av. agropecuaria 180 ||amazonas |||||(041) 471157 / 99534930 / |ideassinlimites_15@hotmail.com 
indeesa_ong@hotmail.com |indeesa |av. malecon checa eguiguren 409 - zarate ||lima |||||386-1132 |indeesa_ong@hotmail.com 
kiltrejol@gmail.com ||jr. atahualpa 235 ||huánuco |||||943490358|kiltrejol@gmail.com 
idea-peru@hotmail.com |instituto de desarrollo empresarial y academico - idea peru |av. fitzcarrald 369 ||ancash |||||043-421697 |idea-peru@hotmail.com 
noriegasalaverry@despertarnacional.com |instituto de desarrollo etico de america - |av. benavides 2470 ||lima |||||943567644|noriegasalaverry@despertarnacional.com 
seguircreciendoong@hotmail.com |instituto de desarrollo humano seguir creciendo - ong - idh - seguir creciendo |calle lima 817 ||moquegua |||||(053) 463089 |seguircreciendoong@hotmail.com 
acosme@gmail.com |instituto de desarrollo local huancayo - idel |jr. victor andres belaunde 305, urb. gonzales ||junín |||||(064) 243947 |acosme@gmail.com 
luisflores.idema@gmail.com |instituto de desarrollo multidisciplinario para la amazonia - idema |jr. san miguel nº 202 ||san martín |||||042-524496 / 943862958 |luisflores.idema@gmail.com 
cpalomino_4@hotmail.com |instituto de desarrollo para la inclusion social purisunchis - idis purisunchis |urb. los kantus lote 33 ||cusco |||||084-272472 |cpalomino_4@hotmail.com 
idercv@idercv.org / administracion@procrider.idercv.org |instituto de desarrollo regional cesar vallejo - ider cesar vallejo o ider cv |jr. bolognesi 654 - 3º piso ||la libertad |||||(044) 206217 |idercv@idercv.org / administracion@procrider.idercv.org 
idr_titicaca@yahoo.es |instituto de desarrollo rural - juli - idr-juli |jr. ilave s/n tercer nivel del mercado central de juli ||puno |||||961907707|idr_titicaca@yahoo.es 
cenca@terra.com.pe / contacto@cenca.org.pe |instituto de desarrollo urbano - cenca |jr. coronel zegarra 426 ||lima |||||266-0012 |cenca@terra.com.pe / contacto@cenca.org.pe 
directorejecutivo@idmaperu.org / |instituto de desarrollo y medio ambiente - idma |calle juan fuentes 250, urb. la calera de la merced ||lima |||||260-9696 / 260-9675 |directorejecutivo@idmaperu.org / 
rhtorrestristan@hotmail.com |textiles y calzado de ucayali - idp - idp contecal ucayali |pasaje la amistad 379 ||ucayali |||||061-574134 |rhtorrestristan@hotmail.com 
idipong_peru@hotmail.com |instituto de desarrollo, investigacion y progreso - ong´d - |jr. sebastian barranca - plaza principal ||huancavelica |||||94343348 / 964686897 |idipong_peru@hotmail.com 
ierjuli@gamil.com |instituto de educacion rural (ier - juli) - |km. 3 carretera juli a huacullani ||puno |||||051-781513 |ierjuli@gamil.com 
ies@iesperu.org |instituto de educacion y salud - ies |av. republica de chile 641 ||lima |||||433-6314 |ies@iesperu.org 
indevs@hotmail.com |instituto de estudios andinos democracia y justicia - indejus |jr. arequipa 465 ||junín |||||064-321318 |indevs@hotmail.com 
ovidiovelascovelasquez@hotmail.com |instituto de estudios aymara ludovico bertonio - |jr. garcilazo de la vega 109, departamento 202 - umacollo ||arequipa |||||984770703|ovidiovelascovelasquez@hotmail.com 
ideca.emaus@gmail.com |instituto de estudios de las culturas andinas - peru - ideca - peru |calle miguel de cervantes 125 ||puno |||||(051) 205547 |ideca.emaus@gmail.com 
mguerra@iessdeh.org |instituto de estudios en salud, sexualidad y desarrollo humano - |av. armendariz 445 ||lima |||||203-3333 |mguerra@iessdeh.org 
jagapito@iep.org.pe |instituto de estudios peruanos - |av. horacio urteaga 694 ||lima |||||332-6194 |jagapito@iep.org.pe 
ongideif@yahoo.com |instituto de estudios por la infancia y la familia - ideif |av. brasil 2415 ||lima |||||3189325 / 997241025 |ongideif@yahoo.com 
postmast@educa.org.pe |instituto de fomento de una educacion de calidad - instituto educa |parque osores (antes borgoño) n°161 ||lima |||||616-8200 / 975-158-885 |postmast@educa.org.pe 
intec.mundo@gmail.com |instituto de fomento tecnologico y cooperacion rural andino - intec ongd |urb. victor belaunde mz. p lote 01, chanu chanu 3ra etapa ||puno |||||051-352674 |intec.mundo@gmail.com 
sumaqp@peru.com |sumaq-peru |jr. huaraz 190 ||puno |||||051-352128 |sumaqp@peru.com 
infant@infant.org.pe |(infant) - infant |calle enrique del villar 967 ||lima |||||450-2707 |infant@infant.org.pe 
coordinacion@ifejant.org.pe |"schmitz"" - ifejant "|jr. tomas guido 257 ||lima |||||266-1227 |coordinacion@ifejant.org.pe 
institutoformacionsocial@yahoo.es |instituto de formacion social, comunicacion y juventud - |aa.hh. cerro baul l-05, centro poblado de yacango ||moquegua |||||953674964|institutoformacionsocial@yahoo.es 
igchperu@igch.org.pe / jmchgr@hotmail.com |instituto de gestion de cuencas hidrograficas - i.g.c.h. |urb. la alborada mz. d lote 03 ||piura |||||(073) 353774 / 625945 |igchperu@igch.org.pe / jmchgr@hotmail.com 
ongindeso@hotmail.con |instituto de integracion y desarrollo social - indeso |jr. dos de mayo 1310 - oficina 03 ||huánuco |||||062 516090 |ongindeso@hotmail.con 
iidhea@gmail.com |economico - idhe - |jr. asamblea 288 ||ayacucho |||||966803101|iidhea@gmail.com 
mpenny@iin.sld.pe |instituto de investigacion nutricional - |av. la molina 1885 ||lima |||||349-6023 / 349-6025 |mpenny@iin.sld.pe 
mundocristianoperu@yahoo.es |instituto de investigacion para el desarrollo integral-mundo cristiano ongd - |av. alfonso ugarte 772 ||lima |||||425-0767 / 990936089 |mundocristianoperu@yahoo.es 
idraperu@yahoo.es |ambiente - idra-peru |jr. lampa 794 ||puno |||||995552379|idraperu@yahoo.es 
direccion@iidaapurimac.com |instituto de investigacion y desarrollo andino - iida |pasaje las tunas 126 - urb. chinchichaca ||apurimac |||||083-324151 |direccion@iidaapurimac.com 
iida-amazonico@terra.com.pe |instituto de investigacion y desarrollo andino - amazonico - iidaa |pasaje los geranios nº 298 urb. santa rosa ||cusco |||||084-262990 |iida-amazonico@terra.com.pe 
depazperu@hotmail.com |depaz |calle manuel tejada 771, urb. san fernando ||la libertad |||||044 - 259240 / 044 - 231439 |depazperu@hotmail.com 
ruthmaravi@gmail.com |instituto de investigacion y desarrollo regional - inider |jr. julio c. tello 1105 ||junín |||||(064) 418771 |ruthmaravi@gmail.com 
invdesa_hyo@outlook.es |idesopulicu |av. los proceres n° 1062 ||junín |||||964517533|invdesa_hyo@outlook.es 
iidesap@gmail.com |peruana - iidesap |jr. 03 de octubre 473 ||san martín |||||042-942834353 |iidesap@gmail.com 
yhidalgo@idips.org.pe |instituto de investigacion y promocion social del norte - idips del norte |jr. los diamantes 309 - urb. santa ines ||la libertad |||||(044) 231112 |yhidalgo@idips.org.pe 
iincap.caj@gmail.com |instituto de investigacion, capacitacion y promocion (iincap) jorge basadre - |jr. rafael narvaez 359 - urb. horacio zevallos gamez ||cajamarca |||||(076) 507131 |iincap.caj@gmail.com 
iidat.ong@hotmail.com |instituto de investigacion, desarrollo y asistencia tecnica - iidat |jr. bernardo o`ggins 1652 ||la libertad |||||948269624|iidat.ong@hotmail.com 
indecopaz.peru@gmail.com |indecopaz |prolg. paseo de la republica 8861, edificio los proceres, block g - 403 ||lima |||||982063391 / 7968426 |indecopaz.peru@gmail.com 
inindtesperu@gmail.com / inindtes2@hotmail.com |instituto de investigaciones para el desarrollo tecnologico y social - inindtes |av. raymondi 663 ||huánuco |||||990004161|inindtesperu@gmail.com / inindtes2@hotmail.com 
noehiz2016@gmail.com |instituto de liderazgo y desarrollo - ild |jr. fausto maldonado 479 ||san martín |||||042-558462 |noehiz2016@gmail.com 
direccion@imagencusco.org |instituto de medio ambiente y genero para el desarrollo - imagen |av. tomasa tito condemayta 406 - 4º piso ||cusco |||||084-246233 |direccion@imagencusco.org 
ipp-ae@ipp-peru.com |instituto de pedagogia popular - i.p.p. |calle coraceros 260 ||lima |||||423-0347 |ipp-ae@ipp-peru.com 
luisfarevalo2@hotmail.com |instituto de prevencion y rehabilitacion oftalmologica de la selva - ipros |pasaje las tunas 264 ||san martín |||||(042) 522954 |luisfarevalo2@hotmail.com 
equintana@ipromif.com |instituto de promocion de la mujer, infancia y familia - ipromif |jr. loreto 105 ||lima |||||369-5604 |equintana@ipromif.com 
iproga@iproga.org.pe |instituto de promocion para la gestion del agua - iproga |calle rio de janeiro 373, 3° piso ||lima |||||265-3819 |iproga@iproga.org.pe 
iprodozono@hotmail.com |instituto de promocion y desarrollo ozono - iprodozono |urb. fermin avila moron mz. q lote 31 ||lambayeque |||||(074) 318810 / 952233133 |iprodozono@hotmail.com 
correo.indespe@gmail.com |- |av. la floresta 790 dpto 401 urb. chacarilla del estanque ||lima |||||372-1826 / 999708058 |correo.indespe@gmail.com 
cjschimbote@derechoshumanos.pe |instituto de promocion y educacion popular - ipep |av. enrique meiggs 570 ||ancash |||||(043) 321745 |cjschimbote@derechoshumanos.pe 
luisevaristo2011@hotmail.com |instituto de promocion y proyeccion social inkawasi kañaris - ipso inka |tres marias 849 ||lambayeque |||||074-286065 / 286464 |luisevaristo2011@hotmail.com 
peru.irpaqa@gmail.com |peru - irpaqa - peru |av. inca garcilaso de la vega 1530, oficina 202 ||lima |||||999855556 / 988627717 |peru.irpaqa@gmail.com 
mgutierrez@insap.org.pe / pdlpena@insap.org.pe |instituto de salud popular - insap |calle aricota 106, oficina 1101 ||lima |||||623-7280 / 623-7278 |mgutierrez@insap.org.pe / pdlpena@insap.org.pe 
prodartesania@hotmail.com |instituto de solidaridad social juan pablo ii - inssoc |calle carmen rosa noguera m1 - 9 - urb. tupac amaru ||cusco |||||984-500910 |prodartesania@hotmail.com 
jotamar2002@hotmail.com |instituto de superacion social prodesarrollo - |jr. atahualpa 233 ||huánuco |||||939231357|jotamar2002@hotmail.com 
snunez@ibcperu.org |instituto del bien comun - |jr. mayta capac 1329 ||lima |||||373-2268 / 373-2296 / 373-|snunez@ibcperu.org 
inecodem@hotmail.com |instituto ecoturistico y desarrollo de montañas - inecodem |jr. ayacucho 970, interior a-3 ||huánuco |||||(062) 519954 |inecodem@hotmail.com 
informaciondetalleresigl@gmail.com |instituto geopolitico latinoamericano - |av. prolongacion iquitos 1571 ||lima |||||373-2308 |informaciondetalleresigl@gmail.com 
indesco03@yahoo.es |instituto integral de desarrollo comunal - indesco - |av. universitaria 110 - villa agraria ||huancavelica |||||(067) 453080 |indesco03@yahoo.es 
iiedef@iiedef.org / adavila@iiedef.org |instituto internacional educativo para el desarrollo y empleo familiar - iiedef |av. 28 de julio 184 ||lima |||||516-8228 / 938234284 |iiedef@iiedef.org / adavila@iiedef.org 
derry.hernandez@invertir.org.pe |instituto invertir - |av. canaval y moreyra 380 dpt. 401 (torre siglo xxi) ||lima |||||2218181|derry.hernandez@invertir.org.pe 
luisfranciscodc@gmail.com ||calle el salvador 102 - urb. fecia ||arequipa |||||959518535|luisfranciscodc@gmail.com 
hds@ild.org.pe / mmayorga@ild.org.pe |instituto libertad y democracia - ild |calle porta 170, oficina 507 ||lima |||||222-5566 |hds@ild.org.pe / mmayorga@ild.org.pe 
mallku@mallku.org.pe |instituto mallku para el desarrollo sostenible - instituto mallku |jr. salcedo 270 - barrio san antonio ||puno |||||051-365361 |mallku@mallku.org.pe 
mlibre@mundolibre.org.pe |instituto mundo libre - |av. rio lurin, esq. calle 2 - calle 3, exfundo casa blanca ||lima |||||367-4444 / 367-4201 |mlibre@mundolibre.org.pe 
walterlainesv@hotmail.com |peru machupicchu - inised peru machupicchu |av. nicolas de pierola 917, oficina 200 segundo piso ||lima |||||925069435|walterlainesv@hotmail.com 
natura.chimbote@gmail.com |instituto natura - |jr. manuel villavicencio 716 ||ancash |||||(043) 324791 |natura.chimbote@gmail.com 
rhuilcaninah@gmail.com |paititi |c.p. huaran 1b via calca urubamba ||cusco |||||984327879/ 986848496 / |rhuilcaninah@gmail.com 
ahinojosap@yahoo.com |andessur - peru |malecón d ela marina 1110 departamento 404 ||lima |||||421-4779 |ahinojosap@yahoo.com 
aabusabal@fundades.org |instituto para el desarrollo infantil - arie - |av. flora tristan 194 ||lima |||||349-1886 |aabusabal@fundades.org 
christvelasquez@hotmail.com |instituto para el desarrollo integral y conservacion de la amazonia - idicam |calle ricardo palma 360 ||loreto |||||965961729|christvelasquez@hotmail.com 
idebisep@hotmail.com |instituto para el desarrollo y bienestar socio economico del peru - idebisep - |pasaje montesquieu 494 urb. la noria ||la libertad |||||945597208|idebisep@hotmail.com 
allpamaki@hotmail.com |instituto para el desarrollo y la paz amazonica - idpa |jr. jorge chavez 945 ||san martín |||||042-521626 |allpamaki@hotmail.com 
cirila.vivanco@hotmail.com |ong |jr. diego de aguero 314 urb. valle hermoso de monterri ||lima |||||344-3396 |cirila.vivanco@hotmail.com 
ifopade@hotmail.com |instituto para el fomento de la paz y desarrollo - |jr. garcilazo de la vega 336 - piso 2 ||ayacucho |||||066 527578 |ifopade@hotmail.com 
aguila57777@hotmail.com |iesam |urb. villa selva, mza. c lote 1 carretera iquitos nauta ||loreto |||||965016331|aguila57777@hotmail.com 
yachaywasi@terra.com.pe |instituto para la investigacion pedagogica yachay wasi - iip yachay wasi |calle jorge polar 405 urb. victoria ||arequipa |||||054-288197 |yachaywasi@terra.com.pe 
sandres15@hotmail.com |huancavelica - inides-hvca |jr. pachacutec 344 - barrio de yananaco ||huancavelica |||||(067) 451324 |sandres15@hotmail.com 
mvelarde@ipae.pe |instituto peruano de accion empresarial - ipae |calle victor maurtua 135 ||lima |||||2074900|mvelarde@ipae.pe 
ipedehp@ipedehp.org.pe |instituto peruano de educacion en derechos humanos y la paz - ipedehp |parque osores (antes borgoño) n°161 ||lima |||||616-8200 / 616-8201/ 975-|ipedehp@ipedehp.org.pe 
melitza.yanzich@ipfe.org.pe |instituto peruano de fomento educativo - ipfe |jr. coronel zegarra 758 ||lima |||||471-7395 |melitza.yanzich@ipfe.org.pe 
comunikt@ipifap.org |instituto peruano de investigacion de familia y poblacion - ong-ipifap |av. prolongacion jose quiñones gonzales 050 ||lambayeque |||||960186792|comunikt@ipifap.org 
arroyobertha@hotmail.com |instituto peruano de paternidad responsable - inppares |av. giusepe garibaldi 125 ||lima |||||640-2000 anexo 102 |arroyobertha@hotmail.com 
carlojbh@gmail.com |instituto peruano para el desarrollo amazonico - ipeda |jr. seichi izumi 557 ||huánuco |||||(062) 516424 |carlojbh@gmail.com 
rmuceda@gmail.com / martha@ipys.org |instituto prensa y sociedad - impreso |calle manco capac 826 ||lima |||||569-0221 |rmuceda@gmail.com / martha@ipys.org 
ipdaong@gmail.com |instituto promocion y desarrollo agrario - ipda |av. paseo de la republica 6465 oficina 601 ||lima |||||447-3972 |ipdaong@gmail.com 
sgarcia@iprodes.org / iprodes@iprodes.org |instituto promoviendo desarrollo social iprodes - |jr. nazca 612- departamento 303 ||lima |||||332-2258 |sgarcia@iprodes.org / iprodes@iprodes.org 
jofra_pr@yahoo.com |instituto proyecto solidaridad global - ipsg - |"jr. pumacahua 155o dto. ""d"" "||lima |||||262-9544 |jofra_pr@yahoo.com 
elianaluztapia@gmail.com |instituto pueblo y desarrollo peru - indep peru |av. brasil 973 - 975 torre ii dpto. 502 ||lima |||||693-0312 / 945-730-551 |elianaluztapia@gmail.com 
olinda@redsocial.pe |instituto redes de desarrollo social - red social |jiron hermilio valdizan 650 ||lima |||||4602893|olinda@redsocial.pe 
ccay_855@hotmail.com |instituto region y desarrollo - ird |conjunto habitacional banco de la nacion c-4 ||apurimac |||||083 - 322113 |ccay_855@hotmail.com 
iraepa.peru@gmail.com |instituto regional de asesoramiento y estudios peruano amazonico - iraepa |jr. manuela morey 658 / jr. manco cápac 237 tarapoto ||san martín |||||(042) 585657 |iraepa.peru@gmail.com 
redeshuancayo@yahoo.es |instituto regional para la educacion y el desarrollo - instituto redes |jr. ayacucho 348 ||junín |||||(064) 219973 |redeshuancayo@yahoo.es 
belissa@runa.org.pe |instituto runa de desarrollo y estudios sobre genero - runa |calle eugenio la torre 191 ||lima |||||578-0068 / 995649496 |belissa@runa.org.pe 
tangarana.ong@gmail.com |instituto tangarana - |pasaje guerra 113 ||loreto |||||065-636863 |tangarana.ong@gmail.com 
radiocutivalu@gmail.com |instituto teleducativo los tallanes - |calle san ignacio de loyola 300 - urb. miraflores ||piura |||||(073) 342802 |radiocutivalu@gmail.com 
igiuria@ityf.org.pe / secretaria@ityf.org.pe |instituto trabajo y familia - ityf |calle monterrey 170-258, 2° nivel of. 163-154 c.c. caminos ||lima |||||652-3131 / 652-3132 |igiuria@ityf.org.pe / secretaria@ityf.org.pe 
oscarocamposotelo@hotmail.com |instituto ventana al saber - ivas |jr. lampa 1139 oficina 42 ||lima |||||987012611|oscarocamposotelo@hotmail.com 
intsol@integracionysolidaridad.org |integracion y solidaridad - |jr. los virreyes 3137-ceres ||lima |||||4797258 / 494-4530 |intsol@integracionysolidaridad.org 
iasscs.secretariat@iasscs.org |iasscs |av. armendaris 445 ||lima |||||203-3333 |iasscs.secretariat@iasscs.org 
dolointihuahuacuna@yahoo.com / |inti huahuacuna - |calle almudena 1056 ||cusco |||||(084) 224511 |dolointihuahuacuna@yahoo.com / 
